name;toshidexNumber;rarity;evolves;evolutionStage;description;ethCardIndex;type1;type2;maxHP;attack;defense;spAttack;spDefense;speed;knownMoves
Johnny;106;1;0;0;Johnny is a cool, calculated Toshimon, certainly he is not one to mess around with. You can find Johnny by looking around active volcanoes for entrances to underground dwellings that he has carefully constructed. These Toshimon are expert blacksmiths, they use the hot magma to forge their armor (which adds an extra punch to his leg sweep attack against opponents.) If one of these Toshimon likes you, he may even surprise you with something extra special one day. Johnny is a quick thinker and can easily use his gambler technique to analyze his opponent, and make sure he comes out on top.;90;7;0;50;120;75;55;110;87;[{'moveBase': {'fileID': 11400000, 'guid': '84b06bfba06e4a94995ff8c03215393d', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '034cef39039176441b8f7b2b8c2bc679', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '93f9b9cfb7e626e4c9b6539414292f21', 'type': 2}}]
Kibby;107;2;0;0;Don't be fooled by this Toshimon's sweet face and those squishable paws, Kibby is not a Toshimon you want to mess with! Kibby uses their wings to dart around their opponent in order to deliver a series of powerful punches that their enemy won't even have a chance to see coming. In the wild, you can find these Toshimon sprinting through vast green meadows. They use their big fluffy wings to launch into the air and fly wherever their heart desires. Because of their playful nature, Kibby can be hard to catch, but show these Toshimon you can be down for a good tussle and they will gladly oblige.;165;7;0;75;120;75;75;120;76;[{'moveBase': {'fileID': 11400000, 'guid': '8bed956fa831df340b7ba8c815616535', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'e659f186565b68b49932efe8e453123f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'bec78305a5dc83146925b1d19b87a8cc', 'type': 2}}]
Pepera;108;1;0;0;Ribbet! Ribbet!;91;1;0;90;55;75;60;75;45;[{'moveBase': {'fileID': 11400000, 'guid': '103b3b819d681014480472f6e0b8de61', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '26458c5671b1d4441b53a0336964fd58', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '74ef0b2d1708cc144b849edc7267d1fd', 'type': 2}}]
Constor;109;1;1;1;Constor comes from the toxic pink marshes where they can be found soaking up the sun atop a cozy rock. These Toshimon have learned from their surroundings and developed a method of releasing poison gases through the holes in their backs to keep themselves safe from enemies, you do not want to get too close when they attack with their smog! These Toshimon are loyal friends and love to gas each other up, they make great cheerleaders for your other Toshimon in battle. Constor can also use their hollow shells much like an instrument to play you your favorite songs in your off time!;92;8;0;45;80;95;70;65;45;[{'moveBase': {'fileID': 11400000, 'guid': '5f448fee37b513449ba64b9012e82bcc', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '7819cc72d47909648bf8bdf4272d7147', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '74ef0b2d1708cc144b849edc7267d1fd', 'type': 2}}]
Constosaur;110;2;0;2;Much like Constor, Constosaur comes from the toxic pink marshes and lakes covered perpetually with a layer of poisonous gases. Constosaur is often mistaken for a massive boulder, but can be identified by the triangle-shaped holes in his back that make a kind of whistling noise when the wind goes through them. Constosaur is tough and not to be messed with- a cool, strong Toshimon who makes a great addition to any team. While their size is especially formidable, their true power comes in their attacks using toxic smog to subdue their enemies in mere seconds. Get too close and Constosaur won't hesitate to give enemies a venomous bite either! Constosaur is a real powerhouse that is a great addition to any battle.;166;8;0;65;90;120;85;80;60;[{'moveBase': {'fileID': 11400000, 'guid': 'd2de26272d7fd514ab7e02e4111d307b', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '3dfc66c7b339edd47a761a5cb1a7abb2', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '4d40773acb9e6d84d96699e35cdd8a85', 'type': 2}}]
Rockworm;111;1;1;1;Rockworm is one Toshimon you will want in your collection just to show off. These Toshimon cultivate glittering crystals on their backs to blend in with their environment. While less difficult to find than Gemsnake, it can still take some hard searching to make out where they are among the various stones that line the entrances to the crystal caverns where they live. The trick is to get them to move, but not frighten them as their special attack is to use their powerful bodies to trigger a sinkhole right underneath their enemy! It sure is not easy to climb out of one of those. Try tempting them into coming near you with some special crystals of your own- the higher the vibrational frequency the better!;93;9;0;90;85;95;55;50;25;[{'moveBase': {'fileID': 11400000, 'guid': 'c3b9b56bdfa33ec4d916dbd42fdf3dc6', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '26458c5671b1d4441b53a0336964fd58', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '74ef0b2d1708cc144b849edc7267d1fd', 'type': 2}}]
Gemsnake;112;2;0;2;Gemsnake is one flashy little guy! These Toshimon can be found deep underground in crystal caverns where they have evolved to blend in by growing gemstones right on their back. These caverns are some of the most beautiful, but also most dangerous places- made evident by Gemsnake's special tunnel attack which can cause enemies to fall straight down into the earth! If you are careful though, you can avoid one of them sneaking up on you and instead follow their tunnels down to their dens where they collect rare gems from the cavern's depths. It is also said that depending on which kind of gems your Gemsnake collects, having them with you can give you various healing benefits.;167;9;0;105;130;120;55;85;40;[{'moveBase': {'fileID': 11400000, 'guid': '3eab7df3108470d4e9cc7c792a663c86', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '9f413179d338b6a429ad0576521c153d', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'ca13b3b0c6d1b8d4b90c32cae576b785', 'type': 2}}]
BigToe;113;1;0;0;BigToe comes from the rocky cliffs where active volcanoes spew magma constantly down to the shore. This Toshimon is a hardworking Toshimon who trains their whole life. Living on the mountains gives them plenty of terrain to practice on. BigToe may not have particularly high stats, but can really withstand the punches! This Toshimon has clearly become one with their environment and become hard as a rock to knock down. BigToe is especially effective in their Coach technique to help your other Toshimon in the arena, or to intimidate enemies with their Swagger. In your off time, BigToe also makes a great gym buddy to help you train as well!;94;1;0;250;5;5;35;105;50;[{'moveBase': {'fileID': 11400000, 'guid': '103b3b819d681014480472f6e0b8de61', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '26458c5671b1d4441b53a0336964fd58', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '74ef0b2d1708cc144b849edc7267d1fd', 'type': 2}}]
Poople;114;1;0;0;A Poople has got to be one of the oddest little creatures the Toshimon world has to offer. This amphibious little guy can be seen disguising himself as a plant by floating in the water, or hiding himself as a clump of mud on land. The Poople uses his tiny arms and legs to scurry around quickly while on land in order to not be caught- so watch out! His small size and fast legs make him easy to lose track of. Just because the Poople is tiny at first doesn't excuse him from being a formidable opponent - the Poople can actually grow many times his own size! As a fun fact, when Pooples grow, the seeds they carry on their back can actually sprout a variety of flowers. You could create a whole garden of Pooples!;95;5;0;65;55;115;100;40;60;[{'moveBase': {'fileID': 11400000, 'guid': '15a36c56339b40a43bcd6e8f228edde0', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '4d8c2912b1c755c4c9183553cede8e21', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'ca13b3b0c6d1b8d4b90c32cae576b785', 'type': 2}}]
Brawlosaur;115;2;0;0;Brawlosaur comes from far up north in the grassy tundras where each night you can see the aurora borealis high up in the sky. Brawlosaurs grow a rare type of gem on their backs which take in those colors of the night sky and glow a beautiful green color. There is a lot of speculation, but some people believe that these crystals actually came down from outer space originally. Look for these Toshimon at night in order to be able to identify them easier by their green glow. Like their name says, these hot headed Toshimon were made to rumble! Brawlosaur loves a good challenge, and your enemies will not want to get themselves caught in a headlock with this Toshimon.;168;1;0;105;95;80;40;80;90;[{'moveBase': {'fileID': 11400000, 'guid': '7e54cdc430948f44f99abb3d6b52fee0', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '26458c5671b1d4441b53a0336964fd58', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'ca13b3b0c6d1b8d4b90c32cae576b785', 'type': 2}}]
Glorp;116;1;1;1;Glorp is the cutest creature of the deep, with a round belly and chubby cheeks. He is small but fiesty with his glowing red eyes and angler fish dangle danglin' from his head. His dark grey and purple scales help him blend in with the dark crevices that he swims through. He loves to snack on kelp and Swedish fish. Spritz is what will really get you splashin' when using Glorp. He prefers cold salt water and only comes to the surface to spit game to the other fishies and crabs. Baby shark has been his most listened to song for 5 years now and all of his neighbors are tired of hearing it but it makes him feel good.;96;3;0;60;60;90;90;60;60;[{'moveBase': {'fileID': 11400000, 'guid': 'e7f09877ebd7bb141bae50d70413556c', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '58262f336e9b2644e8dcc8993374dc1f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '9b16425f14cdc8b49b74ebf71a339d8a', 'type': 2}}]
Glorpon;117;1;1;1;Glorpon is Glorp's big buff n tuff older brother. He swims fast and makes crazy strong riptides with his fins. He is always looking for an excuse to flex his flippers and slap silly anyone who gets in his way. Mist is his power and he will use it to soak his opponents to the bone and momentarily obscure their vision. Glorpon spends his rest days lurking on the bottom of the ocean waiting for lovely ladies to slide into his DMs. You can attract Glorpon by casually blasting Wutang Clan from your boat or on the shore. Glorpon's house is made out of coral, seaweed, and the bones of his enemies.;169;3;0;80;65;115;95;100;85;[{'moveBase': {'fileID': 11400000, 'guid': 'a354ef17b9cdfb14fbf0d74fa2e02258', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '58262f336e9b2644e8dcc8993374dc1f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '74ef0b2d1708cc144b849edc7267d1fd', 'type': 2}}]
Skitter;118;1;1;1;Skitter is a clementine orange crab with claws that just don't quit! Even the birds that spot him from the sky know not to mess with this guy. You can find him chomping around the beach on a sunny day, soaking up some rays. Skitter hates bad weather so on a cloudy day you can find him hanging out in a tide pool with his sea urchin homies. This also means that the only time he will use his spritzing powers are while he's chilling in the pools. Gym/ tan/ laundry is his daily routine, which is how he keeps his claws so big and shiny so he can try to fist pump his way into the hot parties on the weekend. His favorite snacks are sour patch kids and Hot Cheetos.;97;3;0;50;80;70;70;70;90;[{'moveBase': {'fileID': 11400000, 'guid': 'e7f09877ebd7bb141bae50d70413556c', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '58262f336e9b2644e8dcc8993374dc1f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '9b16425f14cdc8b49b74ebf71a339d8a', 'type': 2}}]
Skidaddle;119;2;0;2;Skadaddle is everything Skitter wants to be. He skips the laundry and doubles up on the gym. He is raw vegan and won't hear any smack about it. You can find Skadaddle bathing on the beach, reading Plato or Lao Tsu, shoo-ing away all the heart-eyed beach babes swooning for him. Skadaddle has his own huge eyes so he can power read, see who is skipping leg day, and spot his favorite vegan food truck from a mile away. If you want to lure in Skadaddle and avoid getting pinched or worseâ€¦ brushed off..., be sure to stop by your local farmer's market and pick up some veggies to whip up into a grain-free Buddha Bowl. This man can eat. He needs over 20,000 calories a day to keep up with his intense workout routine. Your boy is making gains. He also has a soft side and loves watching the sunset with his homies and his long time girlfriend. He makes his own kombucha and loves talking about it, so it is also a good idea to ask him about his Scooby if you want any chance of getting on his good side. Mist is his power and he will use it whenever someone is harshing his vibe or in the tide pools with his bro bros.;170;3;0;80;100;85;85;90;90;[{'moveBase': {'fileID': 11400000, 'guid': 'a354ef17b9cdfb14fbf0d74fa2e02258', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '58262f336e9b2644e8dcc8993374dc1f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '74ef0b2d1708cc144b849edc7267d1fd', 'type': 2}}]
